"['chip', 'compatible']","['CPUs', 0, 'compatible']","['..', 'revision']","['NVIC$', 'compatible']","['..', 'core-vectors']","['..', 'chip-vectors']","['clocks', 'HSE$', 'compatible']","['..', 'frequency']","['..', 'bypass']","['memories', 'flash$', 'compatible']","['..', 'address']","['..', 'size']","['memories', 'SRAM$', 'compatible']","['..', 'address']","['..', 'size']","['memories', 'EEPROM$', 'compatible']","['..', 'address']","['..', 'size']","['DMAs', 'compatible']","['DMAs', 'DMA1$', 'compatible']","['..', 'interrupts', 'controller']","['..', 'vectors']","['pin-controller', 'compatible']","['..', 'AF-bits']","['..', 'has-high-speed']","['GPIOs', 'compatible']","['GPIOs', 'GPIOA$', 'compatible']","['GPIOs', 'GPIOB$', 'compatible']","['GPIOs', 'GPIOC$', 'compatible']","['GPIOs', 'GPIOD$', 'compatible']","['GPIOs', 'GPIOE$', 'compatible']","['GPIOs', 'GPIOH$', 'compatible']","['SPIs', 'compatible']","['SPIs', 'SPI1$', 'compatible']","['..', 'interrupt', 'controller']","['..', 'vector']","['..', '..', 'RX-DMA']","['..', 'TX-DMA']","['SPIs', 'SPI2$', 'compatible']","['..', 'interrupt', 'controller']","['..', 'vector']","['..', '..', 'RX-DMA']","['..', 'TX-DMA']","['UARTs', 'compatible']","['..', 'has-CR-M1-bit']","['UARTs', 'USART1$', 'compatible']","['..', 'interrupt', 'controller']","['..', 'vector']","['UARTs', 'USART2$', 'compatible']","['..', 'interrupt', 'controller']","['..', 'vector']","['UARTs', 'USART4$', 'compatible']","['..', 'interrupt', 'controller']","['..', 'vector']","['UARTs', 'USART5$', 'compatible']","['..', 'interrupt', 'controller']","['..', 'vector']"
"['ST,STM32L021D4', 'ST,STM32L0', 'ST,STM32']","['ARM,Cortex-M0+', 'ARM,ARMv6-M']",'r0p1',"['ARM,NVIC', 'interrupt-controller']","[{'name': 'Reset'}, {'name': 'NMI'}, {'name': 'HardFault'}, None, None, None, None, None, None, None, {'name': 'SVC'}, None, None, {'name': 'PendSV'}, {'name': 'SysTick'}]","[{'name': 'WWDG'}, {'name': 'PVD'}, {'name': 'RTC'}, {'name': 'FLASH'}, {'name': 'RCC_CRS'}, {'name': 'EXTI0_1'}, {'name': 'EXTI2_3'}, {'name': 'EXTI4_15'}, None, {'name': 'DMA1_Channel1'}, {'name': 'DMA1_Channel2_3', 'subvectors': ['DMA1_Channel2', 'DMA1_Channel3']}, {'name': 'DMA1_Channel4_5_6_7', 'subvectors': ['DMA1_Channel4', 'DMA1_Channel5', 'DMA1_Channel6', 'DMA1_Channel7']}, {'name': 'ADC1_COMP'}, {'name': 'LPTIM1'}, {'name': 'USART4_5', 'subvectors': ['USART4', 'USART5']}, {'name': 'TIM2'}, {'name': 'TIM3'}, {'name': 'TIM6'}, {'name': 'TIM7'}, None, {'name': 'TIM21'}, {'name': 'I2C3'}, {'name': 'TIM22'}, {'name': 'I2C1'}, {'name': 'I2C2'}, {'name': 'SPI1'}, {'name': 'SPI2'}, {'name': 'USART1'}, {'name': 'USART2'}, {'name': 'AES_LPUART1'}]","['ST,STM32-HSE', 'fixed-clock']",0,True,['on-chip-flash'],0x8000000,16384,['on-chip-RAM'],0x20000000,2048,['on-chip-EEPROM'],0x8080000,512,"['ST,STM32-DMAs-v1-group']","['ST,STM32-DMA-v1']",Reference(label = 'NVIC'),"['DMA1_Channel1', 'DMA1_Channel2', 'DMA1_Channel3', 'DMA1_Channel4', 'DMA1_Channel5']","['ST,STM32-GPIO-v2-pin-controller']",3,True,"['ST,STM32-GPIOs-v2-group']","['ST,STM32-GPIO-v2']","['ST,STM32-GPIO-v2']","['ST,STM32-GPIO-v2']",,,,"['ST,STM32-SPIs-v1-group']","['ST,STM32-SPI-v1']",Reference(label = 'NVIC'),'SPI1',"[{'controller': Reference(label = 'DMA1'), 'channel': 2, 'request': 1}, {'controller': Reference(label = 'DMA1'), 'channel': 4, 'request': 1}]","[{'controller': Reference(label = 'DMA1'), 'channel': 3, 'request': 1}, {'controller': Reference(label = 'DMA1'), 'channel': 5, 'request': 1}]",,,,,,"['ST,STM32-USARTs-v2-group']",True,,,,"['ST,STM32-USART-v2']",Reference(label = 'NVIC'),'USART2',,,,,,
"['ST,STM32L021F4', 'ST,STM32L0', 'ST,STM32']","['ARM,Cortex-M0+', 'ARM,ARMv6-M']",'r0p1',"['ARM,NVIC', 'interrupt-controller']","[{'name': 'Reset'}, {'name': 'NMI'}, {'name': 'HardFault'}, None, None, None, None, None, None, None, {'name': 'SVC'}, None, None, {'name': 'PendSV'}, {'name': 'SysTick'}]","[{'name': 'WWDG'}, {'name': 'PVD'}, {'name': 'RTC'}, {'name': 'FLASH'}, {'name': 'RCC_CRS'}, {'name': 'EXTI0_1'}, {'name': 'EXTI2_3'}, {'name': 'EXTI4_15'}, None, {'name': 'DMA1_Channel1'}, {'name': 'DMA1_Channel2_3', 'subvectors': ['DMA1_Channel2', 'DMA1_Channel3']}, {'name': 'DMA1_Channel4_5_6_7', 'subvectors': ['DMA1_Channel4', 'DMA1_Channel5', 'DMA1_Channel6', 'DMA1_Channel7']}, {'name': 'ADC1_COMP'}, {'name': 'LPTIM1'}, {'name': 'USART4_5', 'subvectors': ['USART4', 'USART5']}, {'name': 'TIM2'}, {'name': 'TIM3'}, {'name': 'TIM6'}, {'name': 'TIM7'}, None, {'name': 'TIM21'}, {'name': 'I2C3'}, {'name': 'TIM22'}, {'name': 'I2C1'}, {'name': 'I2C2'}, {'name': 'SPI1'}, {'name': 'SPI2'}, {'name': 'USART1'}, {'name': 'USART2'}, {'name': 'AES_LPUART1'}]","['ST,STM32-HSE', 'fixed-clock']",0,True,['on-chip-flash'],0x8000000,16384,['on-chip-RAM'],0x20000000,2048,['on-chip-EEPROM'],0x8080000,512,"['ST,STM32-DMAs-v1-group']","['ST,STM32-DMA-v1']",Reference(label = 'NVIC'),"['DMA1_Channel1', 'DMA1_Channel2', 'DMA1_Channel3', 'DMA1_Channel4', 'DMA1_Channel5']","['ST,STM32-GPIO-v2-pin-controller']",3,True,"['ST,STM32-GPIOs-v2-group']","['ST,STM32-GPIO-v2']","['ST,STM32-GPIO-v2']","['ST,STM32-GPIO-v2']",,,,"['ST,STM32-SPIs-v1-group']","['ST,STM32-SPI-v1']",Reference(label = 'NVIC'),'SPI1',"[{'controller': Reference(label = 'DMA1'), 'channel': 2, 'request': 1}, {'controller': Reference(label = 'DMA1'), 'channel': 4, 'request': 1}]","[{'controller': Reference(label = 'DMA1'), 'channel': 3, 'request': 1}, {'controller': Reference(label = 'DMA1'), 'channel': 5, 'request': 1}]",,,,,,"['ST,STM32-USARTs-v2-group']",True,,,,"['ST,STM32-USART-v2']",Reference(label = 'NVIC'),'USART2',,,,,,
"['ST,STM32L021G4', 'ST,STM32L0', 'ST,STM32']","['ARM,Cortex-M0+', 'ARM,ARMv6-M']",'r0p1',"['ARM,NVIC', 'interrupt-controller']","[{'name': 'Reset'}, {'name': 'NMI'}, {'name': 'HardFault'}, None, None, None, None, None, None, None, {'name': 'SVC'}, None, None, {'name': 'PendSV'}, {'name': 'SysTick'}]","[{'name': 'WWDG'}, {'name': 'PVD'}, {'name': 'RTC'}, {'name': 'FLASH'}, {'name': 'RCC_CRS'}, {'name': 'EXTI0_1'}, {'name': 'EXTI2_3'}, {'name': 'EXTI4_15'}, None, {'name': 'DMA1_Channel1'}, {'name': 'DMA1_Channel2_3', 'subvectors': ['DMA1_Channel2', 'DMA1_Channel3']}, {'name': 'DMA1_Channel4_5_6_7', 'subvectors': ['DMA1_Channel4', 'DMA1_Channel5', 'DMA1_Channel6', 'DMA1_Channel7']}, {'name': 'ADC1_COMP'}, {'name': 'LPTIM1'}, {'name': 'USART4_5', 'subvectors': ['USART4', 'USART5']}, {'name': 'TIM2'}, {'name': 'TIM3'}, {'name': 'TIM6'}, {'name': 'TIM7'}, None, {'name': 'TIM21'}, {'name': 'I2C3'}, {'name': 'TIM22'}, {'name': 'I2C1'}, {'name': 'I2C2'}, {'name': 'SPI1'}, {'name': 'SPI2'}, {'name': 'USART1'}, {'name': 'USART2'}, {'name': 'AES_LPUART1'}]","['ST,STM32-HSE', 'fixed-clock']",0,True,['on-chip-flash'],0x8000000,16384,['on-chip-RAM'],0x20000000,2048,['on-chip-EEPROM'],0x8080000,512,"['ST,STM32-DMAs-v1-group']","['ST,STM32-DMA-v1']",Reference(label = 'NVIC'),"['DMA1_Channel1', 'DMA1_Channel2', 'DMA1_Channel3', 'DMA1_Channel4', 'DMA1_Channel5']","['ST,STM32-GPIO-v2-pin-controller']",3,True,"['ST,STM32-GPIOs-v2-group']","['ST,STM32-GPIO-v2']","['ST,STM32-GPIO-v2']","['ST,STM32-GPIO-v2']",,,,"['ST,STM32-SPIs-v1-group']","['ST,STM32-SPI-v1']",Reference(label = 'NVIC'),'SPI1',"[{'controller': Reference(label = 'DMA1'), 'channel': 2, 'request': 1}, {'controller': Reference(label = 'DMA1'), 'channel': 4, 'request': 1}]","[{'controller': Reference(label = 'DMA1'), 'channel': 3, 'request': 1}, {'controller': Reference(label = 'DMA1'), 'channel': 5, 'request': 1}]",,,,,,"['ST,STM32-USARTs-v2-group']",True,,,,"['ST,STM32-USART-v2']",Reference(label = 'NVIC'),'USART2',,,,,,
"['ST,STM32L021K4', 'ST,STM32L0', 'ST,STM32']","['ARM,Cortex-M0+', 'ARM,ARMv6-M']",'r0p1',"['ARM,NVIC', 'interrupt-controller']","[{'name': 'Reset'}, {'name': 'NMI'}, {'name': 'HardFault'}, None, None, None, None, None, None, None, {'name': 'SVC'}, None, None, {'name': 'PendSV'}, {'name': 'SysTick'}]","[{'name': 'WWDG'}, {'name': 'PVD'}, {'name': 'RTC'}, {'name': 'FLASH'}, {'name': 'RCC_CRS'}, {'name': 'EXTI0_1'}, {'name': 'EXTI2_3'}, {'name': 'EXTI4_15'}, None, {'name': 'DMA1_Channel1'}, {'name': 'DMA1_Channel2_3', 'subvectors': ['DMA1_Channel2', 'DMA1_Channel3']}, {'name': 'DMA1_Channel4_5_6_7', 'subvectors': ['DMA1_Channel4', 'DMA1_Channel5', 'DMA1_Channel6', 'DMA1_Channel7']}, {'name': 'ADC1_COMP'}, {'name': 'LPTIM1'}, {'name': 'USART4_5', 'subvectors': ['USART4', 'USART5']}, {'name': 'TIM2'}, {'name': 'TIM3'}, {'name': 'TIM6'}, {'name': 'TIM7'}, None, {'name': 'TIM21'}, {'name': 'I2C3'}, {'name': 'TIM22'}, {'name': 'I2C1'}, {'name': 'I2C2'}, {'name': 'SPI1'}, {'name': 'SPI2'}, {'name': 'USART1'}, {'name': 'USART2'}, {'name': 'AES_LPUART1'}]","['ST,STM32-HSE', 'fixed-clock']",0,True,['on-chip-flash'],0x8000000,16384,['on-chip-RAM'],0x20000000,2048,['on-chip-EEPROM'],0x8080000,512,"['ST,STM32-DMAs-v1-group']","['ST,STM32-DMA-v1']",Reference(label = 'NVIC'),"['DMA1_Channel1', 'DMA1_Channel2', 'DMA1_Channel3', 'DMA1_Channel4', 'DMA1_Channel5']","['ST,STM32-GPIO-v2-pin-controller']",3,True,"['ST,STM32-GPIOs-v2-group']","['ST,STM32-GPIO-v2']","['ST,STM32-GPIO-v2']","['ST,STM32-GPIO-v2']",,,,"['ST,STM32-SPIs-v1-group']","['ST,STM32-SPI-v1']",Reference(label = 'NVIC'),'SPI1',"[{'controller': Reference(label = 'DMA1'), 'channel': 2, 'request': 1}, {'controller': Reference(label = 'DMA1'), 'channel': 4, 'request': 1}]","[{'controller': Reference(label = 'DMA1'), 'channel': 3, 'request': 1}, {'controller': Reference(label = 'DMA1'), 'channel': 5, 'request': 1}]",,,,,,"['ST,STM32-USARTs-v2-group']",True,,,,"['ST,STM32-USART-v2']",Reference(label = 'NVIC'),'USART2',,,,,,
"['ST,STM32L031C4', 'ST,STM32L0', 'ST,STM32']","['ARM,Cortex-M0+', 'ARM,ARMv6-M']",'r0p1',"['ARM,NVIC', 'interrupt-controller']","[{'name': 'Reset'}, {'name': 'NMI'}, {'name': 'HardFault'}, None, None, None, None, None, None, None, {'name': 'SVC'}, None, None, {'name': 'PendSV'}, {'name': 'SysTick'}]","[{'name': 'WWDG'}, {'name': 'PVD'}, {'name': 'RTC'}, {'name': 'FLASH'}, {'name': 'RCC_CRS'}, {'name': 'EXTI0_1'}, {'name': 'EXTI2_3'}, {'name': 'EXTI4_15'}, None, {'name': 'DMA1_Channel1'}, {'name': 'DMA1_Channel2_3', 'subvectors': ['DMA1_Channel2', 'DMA1_Channel3']}, {'name': 'DMA1_Channel4_5_6_7', 'subvectors': ['DMA1_Channel4', 'DMA1_Channel5', 'DMA1_Channel6', 'DMA1_Channel7']}, {'name': 'ADC1_COMP'}, {'name': 'LPTIM1'}, {'name': 'USART4_5', 'subvectors': ['USART4', 'USART5']}, {'name': 'TIM2'}, {'name': 'TIM3'}, {'name': 'TIM6'}, {'name': 'TIM7'}, None, {'name': 'TIM21'}, {'name': 'I2C3'}, {'name': 'TIM22'}, {'name': 'I2C1'}, {'name': 'I2C2'}, {'name': 'SPI1'}, {'name': 'SPI2'}, {'name': 'USART1'}, {'name': 'USART2'}, {'name': 'AES_LPUART1'}]","['ST,STM32-HSE', 'fixed-clock']",0,False,['on-chip-flash'],0x8000000,16384,['on-chip-RAM'],0x20000000,8192,['on-chip-EEPROM'],0x8080000,1024,"['ST,STM32-DMAs-v1-group']","['ST,STM32-DMA-v1']",Reference(label = 'NVIC'),"['DMA1_Channel1', 'DMA1_Channel2', 'DMA1_Channel3', 'DMA1_Channel4', 'DMA1_Channel5', 'DMA1_Channel6', 'DMA1_Channel7']","['ST,STM32-GPIO-v2-pin-controller']",3,True,"['ST,STM32-GPIOs-v2-group']","['ST,STM32-GPIO-v2']","['ST,STM32-GPIO-v2']","['ST,STM32-GPIO-v2']",,,"['ST,STM32-GPIO-v2']","['ST,STM32-SPIs-v1-group']","['ST,STM32-SPI-v1']",Reference(label = 'NVIC'),'SPI1',"[{'controller': Reference(label = 'DMA1'), 'channel': 2, 'request': 1}]","[{'controller': Reference(label = 'DMA1'), 'channel': 3, 'request': 1}]",,,,,,"['ST,STM32-USARTs-v2-group']",True,,,,"['ST,STM32-USART-v2']",Reference(label = 'NVIC'),'USART2',,,,,,
"['ST,STM32L031C6', 'ST,STM32L0', 'ST,STM32']","['ARM,Cortex-M0+', 'ARM,ARMv6-M']",'r0p1',"['ARM,NVIC', 'interrupt-controller']","[{'name': 'Reset'}, {'name': 'NMI'}, {'name': 'HardFault'}, None, None, None, None, None, None, None, {'name': 'SVC'}, None, None, {'name': 'PendSV'}, {'name': 'SysTick'}]","[{'name': 'WWDG'}, {'name': 'PVD'}, {'name': 'RTC'}, {'name': 'FLASH'}, {'name': 'RCC_CRS'}, {'name': 'EXTI0_1'}, {'name': 'EXTI2_3'}, {'name': 'EXTI4_15'}, None, {'name': 'DMA1_Channel1'}, {'name': 'DMA1_Channel2_3', 'subvectors': ['DMA1_Channel2', 'DMA1_Channel3']}, {'name': 'DMA1_Channel4_5_6_7', 'subvectors': ['DMA1_Channel4', 'DMA1_Channel5', 'DMA1_Channel6', 'DMA1_Channel7']}, {'name': 'ADC1_COMP'}, {'name': 'LPTIM1'}, {'name': 'USART4_5', 'subvectors': ['USART4', 'USART5']}, {'name': 'TIM2'}, {'name': 'TIM3'}, {'name': 'TIM6'}, {'name': 'TIM7'}, None, {'name': 'TIM21'}, {'name': 'I2C3'}, {'name': 'TIM22'}, {'name': 'I2C1'}, {'name': 'I2C2'}, {'name': 'SPI1'}, {'name': 'SPI2'}, {'name': 'USART1'}, {'name': 'USART2'}, {'name': 'AES_LPUART1'}]","['ST,STM32-HSE', 'fixed-clock']",0,False,['on-chip-flash'],0x8000000,32768,['on-chip-RAM'],0x20000000,8192,['on-chip-EEPROM'],0x8080000,1024,"['ST,STM32-DMAs-v1-group']","['ST,STM32-DMA-v1']",Reference(label = 'NVIC'),"['DMA1_Channel1', 'DMA1_Channel2', 'DMA1_Channel3', 'DMA1_Channel4', 'DMA1_Channel5', 'DMA1_Channel6', 'DMA1_Channel7']","['ST,STM32-GPIO-v2-pin-controller']",3,True,"['ST,STM32-GPIOs-v2-group']","['ST,STM32-GPIO-v2']","['ST,STM32-GPIO-v2']","['ST,STM32-GPIO-v2']",,,"['ST,STM32-GPIO-v2']","['ST,STM32-SPIs-v1-group']","['ST,STM32-SPI-v1']",Reference(label = 'NVIC'),'SPI1',"[{'controller': Reference(label = 'DMA1'), 'channel': 2, 'request': 1}]","[{'controller': Reference(label = 'DMA1'), 'channel': 3, 'request': 1}]",,,,,,"['ST,STM32-USARTs-v2-group']",True,,,,"['ST,STM32-USART-v2']",Reference(label = 'NVIC'),'USART2',,,,,,
"['ST,STM32L031E4', 'ST,STM32L0', 'ST,STM32']","['ARM,Cortex-M0+', 'ARM,ARMv6-M']",'r0p1',"['ARM,NVIC', 'interrupt-controller']","[{'name': 'Reset'}, {'name': 'NMI'}, {'name': 'HardFault'}, None, None, None, None, None, None, None, {'name': 'SVC'}, None, None, {'name': 'PendSV'}, {'name': 'SysTick'}]","[{'name': 'WWDG'}, {'name': 'PVD'}, {'name': 'RTC'}, {'name': 'FLASH'}, {'name': 'RCC_CRS'}, {'name': 'EXTI0_1'}, {'name': 'EXTI2_3'}, {'name': 'EXTI4_15'}, None, {'name': 'DMA1_Channel1'}, {'name': 'DMA1_Channel2_3', 'subvectors': ['DMA1_Channel2', 'DMA1_Channel3']}, {'name': 'DMA1_Channel4_5_6_7', 'subvectors': ['DMA1_Channel4', 'DMA1_Channel5', 'DMA1_Channel6', 'DMA1_Channel7']}, {'name': 'ADC1_COMP'}, {'name': 'LPTIM1'}, {'name': 'USART4_5', 'subvectors': ['USART4', 'USART5']}, {'name': 'TIM2'}, {'name': 'TIM3'}, {'name': 'TIM6'}, {'name': 'TIM7'}, None, {'name': 'TIM21'}, {'name': 'I2C3'}, {'name': 'TIM22'}, {'name': 'I2C1'}, {'name': 'I2C2'}, {'name': 'SPI1'}, {'name': 'SPI2'}, {'name': 'USART1'}, {'name': 'USART2'}, {'name': 'AES_LPUART1'}]","['ST,STM32-HSE', 'fixed-clock']",0,True,['on-chip-flash'],0x8000000,16384,['on-chip-RAM'],0x20000000,8192,['on-chip-EEPROM'],0x8080000,1024,"['ST,STM32-DMAs-v1-group']","['ST,STM32-DMA-v1']",Reference(label = 'NVIC'),"['DMA1_Channel1', 'DMA1_Channel2', 'DMA1_Channel3', 'DMA1_Channel4', 'DMA1_Channel5', 'DMA1_Channel6', 'DMA1_Channel7']","['ST,STM32-GPIO-v2-pin-controller']",3,True,"['ST,STM32-GPIOs-v2-group']","['ST,STM32-GPIO-v2']","['ST,STM32-GPIO-v2']","['ST,STM32-GPIO-v2']",,,,"['ST,STM32-SPIs-v1-group']","['ST,STM32-SPI-v1']",Reference(label = 'NVIC'),'SPI1',"[{'controller': Reference(label = 'DMA1'), 'channel': 2, 'request': 1}]","[{'controller': Reference(label = 'DMA1'), 'channel': 3, 'request': 1}]",,,,,,"['ST,STM32-USARTs-v2-group']",True,,,,"['ST,STM32-USART-v2']",Reference(label = 'NVIC'),'USART2',,,,,,
"['ST,STM32L031E6', 'ST,STM32L0', 'ST,STM32']","['ARM,Cortex-M0+', 'ARM,ARMv6-M']",'r0p1',"['ARM,NVIC', 'interrupt-controller']","[{'name': 'Reset'}, {'name': 'NMI'}, {'name': 'HardFault'}, None, None, None, None, None, None, None, {'name': 'SVC'}, None, None, {'name': 'PendSV'}, {'name': 'SysTick'}]","[{'name': 'WWDG'}, {'name': 'PVD'}, {'name': 'RTC'}, {'name': 'FLASH'}, {'name': 'RCC_CRS'}, {'name': 'EXTI0_1'}, {'name': 'EXTI2_3'}, {'name': 'EXTI4_15'}, None, {'name': 'DMA1_Channel1'}, {'name': 'DMA1_Channel2_3', 'subvectors': ['DMA1_Channel2', 'DMA1_Channel3']}, {'name': 'DMA1_Channel4_5_6_7', 'subvectors': ['DMA1_Channel4', 'DMA1_Channel5', 'DMA1_Channel6', 'DMA1_Channel7']}, {'name': 'ADC1_COMP'}, {'name': 'LPTIM1'}, {'name': 'USART4_5', 'subvectors': ['USART4', 'USART5']}, {'name': 'TIM2'}, {'name': 'TIM3'}, {'name': 'TIM6'}, {'name': 'TIM7'}, None, {'name': 'TIM21'}, {'name': 'I2C3'}, {'name': 'TIM22'}, {'name': 'I2C1'}, {'name': 'I2C2'}, {'name': 'SPI1'}, {'name': 'SPI2'}, {'name': 'USART1'}, {'name': 'USART2'}, {'name': 'AES_LPUART1'}]","['ST,STM32-HSE', 'fixed-clock']",0,True,['on-chip-flash'],0x8000000,32768,['on-chip-RAM'],0x20000000,8192,['on-chip-EEPROM'],0x8080000,1024,"['ST,STM32-DMAs-v1-group']","['ST,STM32-DMA-v1']",Reference(label = 'NVIC'),"['DMA1_Channel1', 'DMA1_Channel2', 'DMA1_Channel3', 'DMA1_Channel4', 'DMA1_Channel5', 'DMA1_Channel6', 'DMA1_Channel7']","['ST,STM32-GPIO-v2-pin-controller']",3,True,"['ST,STM32-GPIOs-v2-group']","['ST,STM32-GPIO-v2']","['ST,STM32-GPIO-v2']","['ST,STM32-GPIO-v2']",,,,"['ST,STM32-SPIs-v1-group']","['ST,STM32-SPI-v1']",Reference(label = 'NVIC'),'SPI1',"[{'controller': Reference(label = 'DMA1'), 'channel': 2, 'request': 1}]","[{'controller': Reference(label = 'DMA1'), 'channel': 3, 'request': 1}]",,,,,,"['ST,STM32-USARTs-v2-group']",True,,,,"['ST,STM32-USART-v2']",Reference(label = 'NVIC'),'USART2',,,,,,
"['ST,STM32L031F4', 'ST,STM32L0', 'ST,STM32']","['ARM,Cortex-M0+', 'ARM,ARMv6-M']",'r0p1',"['ARM,NVIC', 'interrupt-controller']","[{'name': 'Reset'}, {'name': 'NMI'}, {'name': 'HardFault'}, None, None, None, None, None, None, None, {'name': 'SVC'}, None, None, {'name': 'PendSV'}, {'name': 'SysTick'}]","[{'name': 'WWDG'}, {'name': 'PVD'}, {'name': 'RTC'}, {'name': 'FLASH'}, {'name': 'RCC_CRS'}, {'name': 'EXTI0_1'}, {'name': 'EXTI2_3'}, {'name': 'EXTI4_15'}, None, {'name': 'DMA1_Channel1'}, {'name': 'DMA1_Channel2_3', 'subvectors': ['DMA1_Channel2', 'DMA1_Channel3']}, {'name': 'DMA1_Channel4_5_6_7', 'subvectors': ['DMA1_Channel4', 'DMA1_Channel5', 'DMA1_Channel6', 'DMA1_Channel7']}, {'name': 'ADC1_COMP'}, {'name': 'LPTIM1'}, {'name': 'USART4_5', 'subvectors': ['USART4', 'USART5']}, {'name': 'TIM2'}, {'name': 'TIM3'}, {'name': 'TIM6'}, {'name': 'TIM7'}, None, {'name': 'TIM21'}, {'name': 'I2C3'}, {'name': 'TIM22'}, {'name': 'I2C1'}, {'name': 'I2C2'}, {'name': 'SPI1'}, {'name': 'SPI2'}, {'name': 'USART1'}, {'name': 'USART2'}, {'name': 'AES_LPUART1'}]","['ST,STM32-HSE', 'fixed-clock']",0,True,['on-chip-flash'],0x8000000,16384,['on-chip-RAM'],0x20000000,8192,['on-chip-EEPROM'],0x8080000,1024,"['ST,STM32-DMAs-v1-group']","['ST,STM32-DMA-v1']",Reference(label = 'NVIC'),"['DMA1_Channel1', 'DMA1_Channel2', 'DMA1_Channel3', 'DMA1_Channel4', 'DMA1_Channel5', 'DMA1_Channel6', 'DMA1_Channel7']","['ST,STM32-GPIO-v2-pin-controller']",3,True,"['ST,STM32-GPIOs-v2-group']","['ST,STM32-GPIO-v2']","['ST,STM32-GPIO-v2']","['ST,STM32-GPIO-v2']",,,,"['ST,STM32-SPIs-v1-group']","['ST,STM32-SPI-v1']",Reference(label = 'NVIC'),'SPI1',"[{'controller': Reference(label = 'DMA1'), 'channel': 2, 'request': 1}]","[{'controller': Reference(label = 'DMA1'), 'channel': 3, 'request': 1}]",,,,,,"['ST,STM32-USARTs-v2-group']",True,,,,"['ST,STM32-USART-v2']",Reference(label = 'NVIC'),'USART2',,,,,,
"['ST,STM32L031F6', 'ST,STM32L0', 'ST,STM32']","['ARM,Cortex-M0+', 'ARM,ARMv6-M']",'r0p1',"['ARM,NVIC', 'interrupt-controller']","[{'name': 'Reset'}, {'name': 'NMI'}, {'name': 'HardFault'}, None, None, None, None, None, None, None, {'name': 'SVC'}, None, None, {'name': 'PendSV'}, {'name': 'SysTick'}]","[{'name': 'WWDG'}, {'name': 'PVD'}, {'name': 'RTC'}, {'name': 'FLASH'}, {'name': 'RCC_CRS'}, {'name': 'EXTI0_1'}, {'name': 'EXTI2_3'}, {'name': 'EXTI4_15'}, None, {'name': 'DMA1_Channel1'}, {'name': 'DMA1_Channel2_3', 'subvectors': ['DMA1_Channel2', 'DMA1_Channel3']}, {'name': 'DMA1_Channel4_5_6_7', 'subvectors': ['DMA1_Channel4', 'DMA1_Channel5', 'DMA1_Channel6', 'DMA1_Channel7']}, {'name': 'ADC1_COMP'}, {'name': 'LPTIM1'}, {'name': 'USART4_5', 'subvectors': ['USART4', 'USART5']}, {'name': 'TIM2'}, {'name': 'TIM3'}, {'name': 'TIM6'}, {'name': 'TIM7'}, None, {'name': 'TIM21'}, {'name': 'I2C3'}, {'name': 'TIM22'}, {'name': 'I2C1'}, {'name': 'I2C2'}, {'name': 'SPI1'}, {'name': 'SPI2'}, {'name': 'USART1'}, {'name': 'USART2'}, {'name': 'AES_LPUART1'}]","['ST,STM32-HSE', 'fixed-clock']",0,True,['on-chip-flash'],0x8000000,32768,['on-chip-RAM'],0x20000000,8192,['on-chip-EEPROM'],0x8080000,1024,"['ST,STM32-DMAs-v1-group']","['ST,STM32-DMA-v1']",Reference(label = 'NVIC'),"['DMA1_Channel1', 'DMA1_Channel2', 'DMA1_Channel3', 'DMA1_Channel4', 'DMA1_Channel5', 'DMA1_Channel6', 'DMA1_Channel7']","['ST,STM32-GPIO-v2-pin-controller']",3,True,"['ST,STM32-GPIOs-v2-group']","['ST,STM32-GPIO-v2']","['ST,STM32-GPIO-v2']","['ST,STM32-GPIO-v2']",,,,"['ST,STM32-SPIs-v1-group']","['ST,STM32-SPI-v1']",Reference(label = 'NVIC'),'SPI1',"[{'controller': Reference(label = 'DMA1'), 'channel': 2, 'request': 1}]","[{'controller': Reference(label = 'DMA1'), 'channel': 3, 'request': 1}]",,,,,,"['ST,STM32-USARTs-v2-group']",True,,,,"['ST,STM32-USART-v2']",Reference(label = 'NVIC'),'USART2',,,,,,
